english 	braille
You're a racist.	⠠⠽⠳⠄⠗⠑⠀⠁⠀⠗⠁⠉⠊⠌⠲
You're a sexist.	⠠⠽⠳⠄⠗⠑⠀⠁⠀⠎⠑⠭⠊⠌⠲
You're an adult.	⠠⠽⠳⠄⠗⠑⠀⠁⠝⠀⠁⠙⠥⠇⠞⠲
You're an angel!	⠠⠽⠳⠄⠗⠑⠀⠁⠝⠀⠁⠝⠛⠑⠇⠖
You're an angel.	⠠⠽⠳⠄⠗⠑⠀⠁⠝⠀⠁⠝⠛⠑⠇⠲
You're an angel.	⠠⠽⠳⠄⠗⠑⠀⠁⠝⠀⠁⠝⠛⠑⠇⠲
You're an idiot.	⠠⠽⠳⠄⠗⠑⠀⠁⠝⠀⠊⠙⠊⠕⠞⠲
You're an idiot.	⠠⠽⠳⠄⠗⠑⠀⠁⠝⠀⠊⠙⠊⠕⠞⠲
You're an idiot.	⠠⠽⠳⠄⠗⠑⠀⠁⠝⠀⠊⠙⠊⠕⠞⠲
You're an idiot.	⠠⠽⠳⠄⠗⠑⠀⠁⠝⠀⠊⠙⠊⠕⠞⠲
You're babbling.	⠠⠽⠳⠄⠗⠑⠀⠃⠁⠃⠃⠇⠊⠝⠛⠲
You're babbling.	⠠⠽⠳⠄⠗⠑⠀⠃⠁⠃⠃⠇⠊⠝⠛⠲
You're babbling.	⠠⠽⠳⠄⠗⠑⠀⠃⠁⠃⠃⠇⠊⠝⠛⠲
You're decisive.	⠠⠽⠳⠄⠗⠑⠀⠙⠑⠉⠊⠎⠊⠧⠑⠲
You're decisive.	⠠⠽⠳⠄⠗⠑⠀⠙⠑⠉⠊⠎⠊⠧⠑⠲
You're dreaming.	⠠⠽⠳⠄⠗⠑⠀⠙⠗⠑⠁⠍⠊⠝⠛⠲
You're gullible.	⠠⠽⠳⠄⠗⠑⠀⠛⠥⠇⠇⠊⠃⠇⠑⠲
You're gullible.	⠠⠽⠳⠄⠗⠑⠀⠛⠥⠇⠇⠊⠃⠇⠑⠲
You're hopeless.	⠠⠽⠳⠄⠗⠑⠀⠓⠕⠏⠑⠇⠑⠎⠎⠲
You're hopeless.	⠠⠽⠳⠄⠗⠑⠀⠓⠕⠏⠑⠇⠑⠎⠎⠲
You're innocent.	⠠⠽⠳⠄⠗⠑⠀⠊⠝⠝⠕⠉⠑⠝⠞⠲
You're innocent.	⠠⠽⠳⠄⠗⠑⠀⠊⠝⠝⠕⠉⠑⠝⠞⠲
You're innocent.	⠠⠽⠳⠄⠗⠑⠀⠊⠝⠝⠕⠉⠑⠝⠞⠲
You're innocent.	⠠⠽⠳⠄⠗⠑⠀⠊⠝⠝⠕⠉⠑⠝⠞⠲
You're like Tom.	⠠⠽⠳⠄⠗⠑⠀⠇⠊⠅⠑⠀⠠⠞⠕⠍⠲
You're mine now.	⠠⠽⠳⠄⠗⠑⠀⠍⠊⠝⠑⠀⠝⠪⠲
You're mine now.	⠠⠽⠳⠄⠗⠑⠀⠍⠊⠝⠑⠀⠝⠪⠲
You're mine now.	⠠⠽⠳⠄⠗⠑⠀⠍⠊⠝⠑⠀⠝⠪⠲
You're mine now.	⠠⠽⠳⠄⠗⠑⠀⠍⠊⠝⠑⠀⠝⠪⠲
You're my child.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠡⠊⠇⠙⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're my enemy.	⠠⠽⠳⠄⠗⠑⠀⠍⠽⠀⠑⠝⠑⠍⠽⠲
You're new here.	⠠⠽⠳⠄⠗⠑⠀⠝⠑⠺⠀⠓⠻⠑⠲
You're not poor.	⠠⠽⠳⠄⠗⠑⠀⠝⠕⠞⠀⠏⠕⠕⠗⠲
You're not sick.	⠠⠽⠳⠄⠗⠑⠀⠝⠕⠞⠀⠎⠊⠉⠅⠲
You're not sick.	⠠⠽⠳⠄⠗⠑⠀⠝⠕⠞⠀⠎⠊⠉⠅⠲
You're reliable.	⠠⠽⠳⠄⠗⠑⠀⠗⠑⠇⠊⠁⠃⠇⠑⠲
You're restless.	⠠⠽⠳⠄⠗⠑⠀⠗⠑⠌⠇⠑⠎⠎⠲
You're safe now.	⠠⠽⠳⠄⠗⠑⠀⠎⠁⠋⠑⠀⠝⠪⠲
You're safe now.	⠠⠽⠳⠄⠗⠑⠀⠎⠁⠋⠑⠀⠝⠪⠲
You're safe now.	⠠⠽⠳⠄⠗⠑⠀⠎⠁⠋⠑⠀⠝⠪⠲
You're safe now.	⠠⠽⠳⠄⠗⠑⠀⠎⠁⠋⠑⠀⠝⠪⠲
You're so close.	⠠⠽⠳⠄⠗⠑⠀⠎⠕⠀⠉⠇⠕⠎⠑⠲
You're so naive.	⠠⠽⠳⠄⠗⠑⠀⠎⠕⠀⠝⠁⠊⠧⠑⠲
You're so naive.	⠠⠽⠳⠄⠗⠑⠀⠎⠕⠀⠝⠁⠊⠧⠑⠲
You're stalling.	⠠⠽⠳⠄⠗⠑⠀⠌⠁⠇⠇⠊⠝⠛⠲
You're stalling.	⠠⠽⠳⠄⠗⠑⠀⠌⠁⠇⠇⠊⠝⠛⠲
You're the best.	⠠⠽⠳⠄⠗⠑⠀⠮⠀⠃⠑⠌⠲
You're the best.	⠠⠽⠳⠄⠗⠑⠀⠮⠀⠃⠑⠌⠲
You're the best.	⠠⠽⠳⠄⠗⠑⠀⠮⠀⠃⠑⠌⠲
You're the best.	⠠⠽⠳⠄⠗⠑⠀⠮⠀⠃⠑⠌⠲
You're the best.	⠠⠽⠳⠄⠗⠑⠀⠮⠀⠃⠑⠌⠲
You're the best.	⠠⠽⠳⠄⠗⠑⠀⠮⠀⠃⠑⠌⠲
You're the best.	⠠⠽⠳⠄⠗⠑⠀⠮⠀⠃⠑⠌⠲
You're the boss.	⠠⠽⠳⠄⠗⠑⠀⠮⠀⠃⠕⠎⠎⠲
You're too late.	⠠⠽⠳⠄⠗⠑⠀⠞⠕⠕⠀⠇⠁⠞⠑⠲
You're too tall.	⠠⠽⠳⠄⠗⠑⠀⠞⠕⠕⠀⠞⠁⠇⠇⠲
You're too weak.	⠠⠽⠳⠄⠗⠑⠀⠞⠕⠕⠀⠺⠑⠁⠅⠲
You've got mail.	⠠⠽⠳⠄⠧⠑⠀⠛⠕⠞⠀⠍⠁⠊⠇⠲
Your time is up.	⠠⠽⠳⠗⠀⠞⠊⠍⠑⠀⠊⠎⠀⠥⠏⠲
Your time is up.	⠠⠽⠳⠗⠀⠞⠊⠍⠑⠀⠊⠎⠀⠥⠏⠲
Your time is up.	⠠⠽⠳⠗⠀⠞⠊⠍⠑⠀⠊⠎⠀⠥⠏⠲ ⠼ ⠑⠀⠊⠎⠀⠇⠑⠎⠎⠀⠹⠁⠝⠼⠀⠓⠲
5 is less than 8.	⠠⠇⠕⠕⠅⠂⠀⠩⠑⠀⠎⠁⠊⠙⠲
Look, she said.	⠠⠁⠀⠃⠊⠗⠙⠀⠓⠁⠎⠀⠺⠊⠝⠛⠎⠲
A bird has wings.	⠠⠁⠀⠃⠊⠗⠙⠀⠓⠁⠎⠀⠺⠊⠝⠛⠎⠲
A bird has wings.	⠠⠁⠀⠉⠁⠃⠀⠊⠎⠀⠺⠁⠊⠞⠊⠝⠛⠲
A cab is waiting.	⠠⠁⠀⠉⠜⠀⠙⠗⠕⠧⠑⠀⠏⠁⠌⠲
A car drove past.	⠠⠁⠀⠙⠑⠁⠇⠀⠊⠎⠀⠁⠀⠙⠑⠁⠇⠲
A deal is a deal.	⠠⠁⠀⠙⠕⠛⠀⠊⠎⠀⠃⠜⠅⠊⠝⠛⠲
A dog is barking.	⠠⠁⠀⠋⠕⠭⠀⠉⠁⠍⠑⠀⠁⠇⠕⠝⠛⠲
A fox came along.	⠠⠁⠀⠋⠕⠭⠀⠉⠁⠍⠑⠀⠁⠇⠕⠝⠛⠲
A fox came along.	⠠⠁⠀⠛⠊⠗⠇⠀⠏⠓⠕⠝⠫⠀⠍⠑⠲
A girl phoned me.	⠠⠁⠀⠇⠊⠕⠝⠀⠊⠎⠀⠌⠗⠕⠝⠛⠲
A lion is strong.	⠠⠁⠉⠉⠊⠙⠑⠝⠞⠎⠀⠓⠁⠏⠏⠑⠝⠲
Accidents happen.	⠠⠁⠉⠉⠊⠙⠑⠝⠞⠎⠀⠓⠁⠏⠏⠑⠝⠲
Accidents happen.	⠠⠁⠊⠗⠀⠊⠎⠀⠊⠝⠧⠊⠎⠊⠃⠇⠑⠲
Air is invisible.	⠠⠁⠇⠇⠀⠓⠕⠏⠑⠀⠊⠎⠀⠛⠕⠝⠑⠲
All hope is gone.	⠠⠁⠇⠇⠀⠍⠑⠝⠀⠍⠥⠌⠀⠙⠊⠑⠲
All men must die.	⠠⠁⠍⠀⠠⠊⠀⠓⠥⠗⠞⠊⠝⠛⠀⠽⠳⠦
Am I hurting you?	⠠⠁⠍⠀⠠⠊⠀⠗⠑⠁⠇⠇⠽⠀⠎⠊⠉⠅⠦
Am I really sick?	⠠⠁⠝⠎⠺⠻⠀⠮⠀⠏⠓⠕⠝⠑⠲
Answer the phone.	⠠⠁⠝⠽⠀⠃⠕⠕⠅⠀⠺⠊⠇⠇⠀⠙⠕⠲
Any book will do.	⠠⠁⠝⠽⠃⠕⠙⠽⠀⠅⠝⠪⠎⠀⠊⠞⠲
Anybody knows it.	⠠⠁⠝⠽⠃⠕⠙⠽⠀⠅⠝⠪⠎⠀⠊⠞⠲
Anybody knows it.	⠠⠁⠝⠽⠕⠝⠑⠀⠉⠁⠝⠀⠙⠕⠀⠊⠞⠲
Anyone can do it.	⠠⠁⠝⠽⠹⠊⠝⠛⠀⠺⠊⠇⠇⠀⠙⠕⠲
Anything will do.	⠠⠁⠏⠏⠇⠽⠀⠊⠝⠀⠺⠗⠊⠞⠊⠝⠛⠲
Apply in writing.	⠠⠁⠏⠏⠇⠽⠀⠊⠝⠀⠺⠗⠊⠞⠊⠝⠛⠲
Apply in writing.	⠠⠁⠏⠏⠇⠽⠀⠊⠝⠀⠺⠗⠊⠞⠊⠝⠛⠲
Apply in writing.	⠠⠜⠑⠀⠮⠽⠀⠋⠗⠊⠑⠝⠙⠎⠦
Are they friends?	⠠⠜⠑⠀⠮⠽⠀⠎⠊⠌⠻⠎⠦
Are they sisters?	⠠⠜⠑⠀⠹⠕⠎⠑⠀⠿⠀⠍⠑⠦
Are those for me?	⠠⠜⠑⠀⠽⠳⠀⠠⠁⠍⠻⠊⠉⠁⠝⠦
Are you American?	⠠⠜⠑⠀⠽⠳⠀⠠⠁⠍⠻⠊⠉⠁⠝⠦
Are you American?	⠠⠜⠑⠀⠽⠳⠀⠠⠉⠁⠝⠁⠙⠊⠁⠝⠦
Are you Canadian?	⠠⠜⠑⠀⠽⠳⠀⠠⠚⠁⠏⠁⠝⠑⠎⠑⠦
Are you Japanese?	⠠⠜⠑⠀⠽⠳⠀⠠⠚⠁⠏⠁⠝⠑⠎⠑⠦
Are you Japanese?	⠠⠜⠑⠀⠽⠳⠀⠠⠚⠁⠏⠁⠝⠑⠎⠑⠦
Are you Japanese?	⠠⠜⠑⠀⠽⠳⠀⠠⠚⠁⠏⠁⠝⠑⠎⠑⠦
Are you Japanese?	⠠⠜⠑⠀⠽⠳⠀⠠⠚⠁⠏⠁⠝⠑⠎⠑⠦
Are you Japanese?	⠠⠜⠑⠀⠽⠳⠀⠠⠚⠁⠏⠁⠝⠑⠎⠑⠦
Are you Japanese?	⠠⠜⠑⠀⠽⠳⠀⠁⠀⠙⠕⠉⠞⠕⠗⠦
Are you a doctor?	⠠⠜⠑⠀⠽⠳⠀⠁⠀⠙⠕⠉⠞⠕⠗⠦
Are you a doctor?	⠠⠜⠑⠀⠽⠳⠀⠁⠀⠛⠕⠇⠋⠻⠦
Are you a golfer?	⠠⠜⠑⠀⠽⠳⠀⠁⠀⠇⠁⠺⠽⠻⠦
Are you a lawyer?	⠠⠜⠑⠀⠽⠳⠀⠁⠀⠇⠁⠺⠽⠻⠦
Are you a lawyer?	⠠⠜⠑⠀⠽⠳⠀⠁⠀⠎⠊⠝⠛⠻⠦
Are you a singer?	⠠⠜⠑⠀⠽⠳⠀⠁⠀⠎⠊⠝⠛⠻⠦
Are you a singer?	⠠⠜⠑⠀⠽⠳⠀⠁⠀⠺⠊⠵⠜⠙⠦
Are you a wizard?	⠠⠜⠑⠀⠽⠳⠀⠁⠇⠇⠀⠓⠕⠍⠑⠦
Are you all home?	⠠⠜⠑⠀⠽⠳⠀⠁⠇⠇⠀⠇⠕⠌⠦
Are you all lost?	⠠⠜⠑⠀⠽⠳⠀⠁⠇⠇⠀⠝⠥⠞⠎⠦
Are you all nuts?	⠠⠜⠑⠀⠽⠳⠀⠁⠝⠀⠊⠙⠊⠕⠞⠦
Are you an idiot?	⠠⠜⠑⠀⠽⠳⠀⠃⠇⠥⠩⠊⠝⠛⠦
Are you blushing?	⠠⠜⠑⠀⠽⠳⠀⠃⠗⠕⠮⠗⠎⠦
Are you brothers?	⠠⠜⠑⠀⠽⠳⠀⠃⠗⠕⠮⠗⠎⠦
Are you brothers?	⠠⠜⠑⠀⠽⠳⠀⠃⠗⠕⠮⠗⠎⠦
Are you brothers?	⠠⠜⠑⠀⠽⠳⠀⠃⠥⠎⠽⠀⠝⠪⠦
Are you busy now?	⠠⠜⠑⠀⠽⠳⠀⠙⠗⠊⠝⠅⠊⠝⠛⠦
Are you drinking?	⠠⠜⠑⠀⠽⠳⠀⠙⠗⠊⠝⠅⠊⠝⠛⠦
Are you drinking?	⠠⠜⠑⠀⠽⠳⠀⠙⠗⠊⠝⠅⠊⠝⠛⠦
Are you drinking?	⠠⠜⠑⠀⠽⠳⠀⠙⠗⠊⠝⠅⠊⠝⠛⠦
Are you drinking?	⠠⠜⠑⠀⠽⠳⠀⠋⠇⠑⠭⠊⠃⠇⠑⠦
Are you flexible?	⠠⠜⠑⠀⠽⠳⠀⠿⠀⠗⠑⠁⠇⠦
Are you for real?	⠠⠜⠑⠀⠽⠳⠀⠋⠗⠑⠑⠀⠝⠪⠦
Are you free now?	⠠⠜⠑⠀⠽⠳⠀⠋⠗⠑⠑⠵⠊⠝⠛⠦
Are you freezing?	⠠⠜⠑⠀⠽⠳⠀⠊⠝⠀⠠⠏⠜⠊⠎⠦
Are you in Paris?	⠠⠜⠑⠀⠽⠳⠀⠊⠝⠀⠠⠏⠜⠊⠎⠦
Are you in Paris?	⠠⠜⠑⠀⠽⠳⠀⠊⠝⠀⠠⠏⠜⠊⠎⠦
Are you in Paris?	⠠⠜⠑⠀⠽⠳⠀⠊⠝⠀⠮⠗⠑⠦
Are you in there?	⠠⠜⠑⠀⠽⠳⠀⠊⠝⠀⠮⠗⠑⠦
Are you in there?	⠠⠜⠑⠀⠽⠳⠀⠊⠝⠀⠮⠗⠑⠦
Are you in there?	⠠⠜⠑⠀⠽⠳⠀⠊⠝⠀⠮⠗⠑⠦
Are you in there?	⠠⠜⠑⠀⠽⠳⠀⠝⠑⠺⠀⠓⠻⠑⠦
Are you new here?	⠠⠜⠑⠀⠽⠳⠀⠏⠗⠑⠛⠝⠁⠝⠞⠦
Are you pregnant?	⠠⠜⠑⠀⠽⠳⠀⠌⠥⠙⠑⠝⠞⠎⠦
Are you students?	⠠⠜⠑⠀⠽⠳⠀⠌⠥⠙⠑⠝⠞⠎⠦
Are you students?	⠠⠜⠑⠀⠽⠳⠀⠌⠥⠙⠽⠊⠝⠛⠦
Are you studying?	⠠⠜⠑⠀⠽⠳⠀⠌⠥⠙⠽⠊⠝⠛⠦
Are you studying?	⠠⠜⠑⠀⠽⠳⠀⠌⠥⠙⠽⠊⠝⠛⠦
Are you studying?	⠠⠜⠑⠀⠽⠳⠀⠌⠥⠙⠽⠊⠝⠛⠦
Are you studying?	⠠⠜⠑⠀⠽⠳⠀⠮⠀⠃⠕⠎⠎⠦
Are you the boss?	⠠⠜⠑⠀⠽⠳⠀⠮⠀⠃⠕⠎⠎⠦
Are you the boss?	⠠⠜⠑⠝⠄⠞⠀⠽⠳⠀⠓⠁⠏⠏⠽⠦
Aren't you happy?	⠠⠜⠑⠝⠄⠞⠀⠽⠳⠀⠓⠁⠏⠏⠽⠦
Aren't you happy?	⠠⠜⠑⠝⠄⠞⠀⠽⠳⠀⠗⠑⠁⠙⠽⠦
Aren't you ready?	⠠⠜⠑⠝⠄⠞⠀⠽⠳⠀⠞⠊⠗⠫⠦
Aren't you tired?	⠠⠜⠑⠝⠄⠞⠀⠽⠳⠀⠞⠊⠗⠫⠦
Aren't you tired?	⠠⠜⠑⠝⠄⠞⠀⠽⠳⠀⠞⠊⠗⠫⠦
Aren't you tired?	⠠⠁⠎⠅⠀⠠⠞⠕⠍⠀⠁⠝⠽⠹⠊⠝⠛⠲
Ask Tom anything.	⠠⠁⠎⠅⠀⠠⠞⠕⠍⠀⠽⠳⠗⠎⠑⠇⠋⠲
Ask Tom yourself.	⠠⠁⠎⠅⠀⠓⠻⠀⠓⠻⠀⠝⠁⠍⠑⠲
Ask her her name.	⠠⠁⠎⠅⠀⠓⠊⠍⠀⠁⠃⠳⠞⠀⠊⠞⠲
Ask him about it.	⠠⠁⠎⠅⠀⠓⠊⠍⠀⠁⠃⠳⠞⠀⠊⠞⠲
Ask him about it.	⠠⠁⠎⠅⠀⠓⠊⠍⠀⠓⠊⠎⠀⠝⠁⠍⠑⠲
Ask him his name.	⠠⠁⠎⠅⠀⠽⠳⠗⠎⠑⠇⠋⠀⠱⠽⠲
Ask yourself why.	⠠⠁⠞⠇⠁⠝⠞⠊⠎⠀⠊⠎⠀⠗⠑⠁⠇⠲
Atlantis is real.	⠠⠃⠑⠀⠋⠗⠁⠝⠅⠀⠾⠀⠍⠑⠖
Be frank with me!	⠠⠃⠑⠀⠍⠕⠗⠑⠀⠋⠇⠑⠭⠊⠃⠇⠑⠲
Be more flexible.	⠠⠃⠑⠜⠎⠀⠇⠊⠅⠑⠀⠓⠕⠝⠑⠽⠲
Bears like honey.	⠠⠃⠊⠗⠙⠎⠀⠓⠁⠧⠑⠀⠺⠊⠝⠛⠎⠲
Birds have wings.	⠠⠃⠊⠞⠑⠀⠽⠳⠗⠀⠞⠕⠝⠛⠥⠑⠲
Bite your tongue.	⠠⠃⠗⠑⠁⠮⠀⠝⠕⠗⠍⠁⠇⠇⠽⠲
Breathe normally.	⠠⠃⠗⠑⠁⠮⠀⠝⠕⠗⠍⠁⠇⠇⠽⠲
Breathe normally.	⠠⠃⠗⠑⠁⠮⠀⠝⠕⠗⠍⠁⠇⠇⠽⠲
Breathe normally.	⠠⠃⠗⠊⠝⠛⠀⠍⠑⠀⠮⠀⠅⠑⠽⠲
Bring me the key.	⠠⠃⠗⠥⠩⠀⠽⠳⠗⠀⠞⠑⠑⠹⠲
Brush your teeth.	⠠⠃⠗⠥⠩⠀⠽⠳⠗⠀⠞⠑⠑⠹⠲
Brush your teeth.	⠠⠃⠗⠥⠩⠀⠽⠳⠗⠀⠞⠑⠑⠹⠲
Brush your teeth.	⠠⠃⠥⠎⠊⠝⠑⠎⠎⠀⠊⠎⠀⠎⠇⠪⠲
Business is slow.	⠠⠉⠁⠇⠇⠀⠁⠀⠏⠕⠇⠊⠉⠑⠍⠁⠝⠲
Call a policeman.	⠠⠉⠁⠇⠇⠀⠁⠀⠏⠕⠇⠊⠉⠑⠍⠁⠝⠲
Call a policeman.	⠠⠉⠁⠇⠇⠀⠍⠑⠀⠎⠕⠍⠑⠞⠊⠍⠑⠲
Call me sometime.	⠠⠉⠁⠇⠇⠀⠽⠳⠗⠀⠋⠁⠮⠗⠲
Call your father.	⠠⠉⠁⠝⠀⠠⠊⠀⠃⠑⠀⠑⠭⠉⠥⠎⠫⠦
Can I be excused?	⠠⠉⠁⠝⠀⠠⠊⠀⠙⠁⠝⠉⠑⠀⠓⠻⠑⠦
Can I dance here?	⠠⠉⠁⠝⠀⠠⠊⠀⠛⠕⠀⠳⠞⠎⠊⠙⠑⠦
Can I go outside?	⠠⠉⠁⠝⠀⠠⠊⠀⠛⠕⠀⠳⠞⠎⠊⠙⠑⠦
Can I go outside?	⠠⠉⠁⠝⠀⠠⠊⠀⠛⠕⠀⠞⠕⠀⠺⠕⠗⠅⠦
Can I go to work?	⠠⠉⠁⠝⠀⠠⠊⠀⠗⠑⠌⠀⠁⠀⠃⠊⠞⠦
Can I rest a bit?	⠠⠉⠁⠝⠀⠠⠊⠀⠎⠇⠑⠑⠏⠀⠓⠻⠑⠦
Can I sleep here?	⠠⠉⠁⠝⠀⠗⠁⠃⠃⠊⠞⠎⠀⠎⠺⠊⠍⠦
Can rabbits swim?	⠠⠉⠁⠝⠀⠺⠑⠀⠌⠁⠽⠀⠓⠻⠑⠦
Can we stay here?	⠠⠉⠁⠝⠀⠺⠑⠀⠞⠗⠥⠌⠀⠠⠞⠕⠍⠦
Can we trust Tom?	⠠⠉⠁⠝⠀⠽⠳⠀⠉⠁⠇⠇⠀⠓⠊⠍⠦
Can you call him?	⠠⠉⠁⠝⠀⠽⠳⠀⠉⠁⠇⠇⠀⠓⠊⠍⠦
Can you call him?	⠠⠉⠁⠝⠀⠽⠳⠀⠋⠊⠝⠙⠀⠓⠻⠦
Can you find her?	⠠⠉⠁⠝⠀⠽⠳⠀⠋⠊⠝⠙⠀⠳⠞⠦
Can you find out?	⠠⠉⠁⠝⠀⠽⠳⠀⠍⠑⠑⠞⠀⠓⠊⠍⠦
Can you meet him?	⠠⠉⠁⠝⠀⠽⠳⠀⠏⠗⠕⠧⠑⠀⠊⠞⠦
Can you prove it?	⠠⠉⠁⠝⠀⠽⠳⠀⠗⠥⠝⠀⠋⠁⠌⠦
Can you run fast?	⠠⠉⠁⠝⠀⠽⠳⠀⠎⠑⠑⠀⠮⠍⠦
Can you see them?	⠠⠉⠁⠝⠀⠽⠳⠀⠌⠯⠀⠥⠏⠦
Can you stand up?	⠠⠉⠁⠝⠀⠽⠳⠀⠌⠯⠀⠥⠏⠦
Can you stand up?	⠠⠉⠁⠝⠀⠽⠳⠀⠌⠯⠀⠥⠏⠦
Can you stand up?	⠠⠉⠁⠝⠀⠽⠳⠀⠌⠯⠀⠥⠏⠦
Can you stand up?	⠠⠉⠁⠝⠀⠽⠳⠀⠞⠑⠁⠡⠀⠍⠑⠦
Can you teach me?	⠠⠡⠑⠉⠅⠀⠽⠳⠗⠀⠊⠝⠃⠕⠭⠲
Check your inbox.	⠠⠡⠑⠉⠅⠀⠽⠳⠗⠀⠊⠝⠃⠕⠭⠲
Check your inbox.	⠠⠡⠑⠉⠅⠀⠽⠳⠗⠀⠕⠗⠙⠻⠲
Check your order.	⠠⠡⠻⠗⠊⠑⠎⠀⠜⠑⠀⠗⠫⠲
Cherries are red.	⠠⠡⠕⠕⠎⠑⠀⠉⠜⠑⠋⠥⠇⠇⠽⠲
Choose carefully.	⠠⠡⠕⠕⠎⠑⠀⠉⠜⠑⠋⠥⠇⠇⠽⠲
Choose carefully.	⠠⠉⠇⠑⠁⠝⠀⠮⠀⠍⠊⠗⠗⠕⠗⠲
Clean the mirror.	⠠⠉⠇⠑⠁⠝⠀⠽⠳⠗⠀⠓⠯⠎⠲
Clean your hands.	⠠⠉⠇⠕⠎⠑⠀⠮⠀⠃⠇⠊⠝⠙⠎⠲
Close the blinds.	⠠⠉⠇⠕⠎⠑⠀⠮⠀⠙⠗⠁⠺⠻⠲
Close the drawer.	⠠⠉⠇⠕⠎⠑⠀⠮⠀⠺⠊⠝⠙⠪⠲
Close the window.	⠠⠉⠇⠕⠎⠑⠀⠮⠀⠺⠊⠝⠙⠪⠲
Close the window.	⠠⠉⠇⠕⠎⠑⠀⠽⠳⠗⠀⠃⠕⠕⠅⠎⠲
Close your books.	⠠⠉⠇⠕⠎⠑⠀⠽⠳⠗⠀⠃⠕⠕⠅⠎⠲
Close your books.	⠠⠉⠇⠕⠎⠑⠀⠽⠳⠗⠀⠍⠳⠹⠲
Close your mouth.	⠠⠉⠕⠍⠑⠀⠯⠀⠓⠑⠇⠏⠀⠍⠑⠲
Come and help me.	⠠⠉⠕⠍⠑⠀⠯⠀⠓⠑⠇⠏⠀⠍⠑⠲
Come and help me.	⠠⠉⠕⠍⠑⠀⠯⠀⠓⠑⠇⠏⠀⠍⠑⠲
Come and help me.	⠠⠉⠕⠍⠑⠀⠯⠀⠓⠑⠇⠏⠀⠥⠎⠲
Come and help us.	⠠⠉⠕⠍⠑⠀⠯⠀⠓⠑⠇⠏⠀⠥⠎⠲
Come and help us.	⠠⠉⠕⠍⠑⠀⠯⠀⠚⠕⠊⠝⠀⠥⠎⠲
Come and join us.	⠠⠉⠕⠍⠑⠀⠓⠕⠍⠑⠀⠁⠞⠀⠎⠊⠭⠲
Come home at six.	⠠⠉⠕⠍⠑⠀⠓⠕⠍⠑⠀⠁⠞⠀⠎⠊⠭⠲
Come home at six.	⠠⠉⠕⠍⠑⠀⠊⠍⠍⠫⠊⠁⠞⠑⠇⠽⠲
Come immediately.	⠠⠉⠕⠍⠑⠀⠕⠝⠂⠀⠺⠁⠅⠑⠀⠥⠏⠲
Come on, wake up.	⠠⠉⠕⠍⠑⠀⠎⠊⠞⠀⠾⠀⠥⠎⠲
Come sit with us.	⠠⠉⠕⠍⠑⠀⠞⠕⠀⠍⠽⠀⠓⠳⠎⠑⠲
Come to my house.	⠠⠉⠕⠍⠑⠀⠾⠀⠍⠑⠀⠝⠪⠲
Come with me now.	⠠⠉⠕⠝⠉⠑⠝⠞⠗⠁⠞⠑⠂⠀⠠⠞⠕⠍⠲
Concentrate, Tom.	⠠⠉⠕⠝⠎⠥⠇⠞⠀⠁⠀⠙⠕⠉⠞⠕⠗⠲
